"id_operacion","id_almacen","fecha_hora","tipo_operacion","recursos_asignados","productos_involucrados","tiempo_ejecucion","estado_operacion","tiempo_estimado","productividad","zona_almacen","volumen"
19488,5,"2024-02-12 07:33:00","Recepción",6,127,"26.07","En_Progreso","110.39","0.91","Zona A - Recepción","15.97"
19489,4,"2024-07-01 09:04:00","Recepción",2,178,"99.19","Completado","97.99","0.73","Zona B - Almacenaje","3.91"
19490,4,"2024-01-02 05:16:00","Packing",2,13,"12.79","Completado","21.01","1.00","Zona D - Packing","8.84"
19491,1,"2024-01-27 00:15:00","Inventario",3,18,"13.27","Completado","33.53","0.91","Zona D - Packing","4.09"
19492,5,"2024-09-12 02:21:00","Inventario",5,109,"81.79","Completado","14.49","1.19","Zona C - Picking","21.86"
19493,3,"2024-05-25 04:59:00","Picking",5,44,"38.99","Completado","89.79","0.68","Zona E - Expedición","7.50"
19494,5,"2024-06-19 10:33:00","Packing",7,153,"136.37","En_Progreso","69.59","0.67","Zona E - Expedición","23.67"
19495,1,"2024-10-04 07:59:00","Picking",4,171,"28.50","Completado","30.17","0.93","Zona D - Packing","24.26"
19496,4,"2024-08-17 03:44:00","Inventario",1,84,"16.22","Completado","32.81","0.80","Zona D - Packing","18.46"
19497,4,"2024-09-22 00:12:00","Packing",5,190,"33.09","Completado","57.23","0.93","Zona E - Expedición","9.77"
19498,4,"2024-07-24 05:45:00","Recepción",1,180,"12.96","Completado","24.02","0.91","Zona E - Expedición","3.54"
19499,5,"2024-03-05 01:21:00","Picking",6,62,"102.29","Completado","100.73","0.84","Zona A - Recepción","2.86"
19500,3,"2024-07-08 03:32:00","Inventario",5,90,"79.74","Completado","17.68","0.75","Zona E - Expedición","9.28"
19501,1,"2024-05-18 03:03:00","Picking",1,171,"93.15","Completado","147.24","0.67","Zona D - Packing","22.01"
19502,3,"2024-09-10 05:14:00","Packing",2,39,"156.08","Completado","34.09","1.14","Zona E - Expedición","12.76"
19503,1,"2024-05-15 13:23:00","Picking",1,30,"30.52","Completado","27.06","1.22","Zona D - Packing","17.29"
19504,5,"2024-01-03 03:17:00","Inventario",7,59,"24.57","En_Progreso","148.71","1.12","Zona B - Almacenaje","8.96"
19505,5,"2024-05-22 01:32:00","Packing",6,134,"44.86","Completado","114.66","1.38","Zona A - Recepción","19.28"
19506,4,"2024-06-02 04:16:00","Packing",8,98,"23.83","Completado","28.93","0.74","Zona D - Packing","17.37"
19507,2,"2024-06-22 11:01:00","Packing",4,175,"35.91","Completado","15.28","1.23","Zona A - Recepción","10.79"
19508,2,"2024-08-31 03:24:00","Packing",7,54,"39.04","Completado","52.13","1.29","Zona B - Almacenaje","6.01"
19509,5,"2024-01-14 02:30:00","Packing",6,60,"88.44","Completado","46.77","1.22","Zona C - Picking","7.71"
19510,4,"2024-06-09 06:02:00","Packing",5,35,"48.05","Completado","178.13","0.77","Zona E - Expedición","2.41"
19511,1,"2024-01-28 05:36:00","Packing",3,77,"120.98","Completado","59.14","1.13","Zona C - Picking","17.30"
19512,5,"2024-05-02 05:23:00","Packing",8,4,"33.53","Completado","168.35","1.39","Zona D - Packing","14.17"
19513,3,"2024-09-08 07:17:00","Packing",6,13,"40.87","Completado","177.45","0.71","Zona A - Recepción","5.63"
19514,1,"2024-05-12 13:40:00","Picking",7,188,"15.72","En_Progreso","58.67","1.05","Zona A - Recepción","24.14"
19515,4,"2024-04-17 08:33:00","Picking",8,13,"50.70","Fallido","127.90","1.21","Zona E - Expedición","1.33"
19516,4,"2024-05-21 06:13:00","Recepción",1,150,"173.68","Completado","53.81","1.09","Zona D - Packing","1.41"
19517,5,"2024-09-12 02:21:00","Packing",6,117,"28.87","Completado","36.81","1.22","Zona C - Picking","5.70"
19518,2,"2024-04-29 03:12:00","Picking",5,27,"64.99","Completado","27.36","0.68","Zona A - Recepción","22.62"
19519,5,"2024-04-16 00:46:00","Picking",3,189,"98.34","Completado","31.61","1.04","Zona C - Picking","8.04"
19520,5,"2024-04-08 00:03:00","Packing",6,11,"17.49","Completado","75.13","0.89","Zona C - Picking","22.41"
19521,1,"2024-06-21 10:35:00","Inventario",1,15,"38.37","Completado","150.98","0.73","Zona D - Packing","7.52"
19522,1,"2024-05-21 09:46:00","Inventario",2,13,"33.47","Completado","12.76","1.06","Zona E - Expedición","21.23"
19523,1,"2024-09-01 02:30:00","Recepción",1,169,"85.83","En_Progreso","170.97","1.31","Zona A - Recepción","20.59"
19524,4,"2024-04-02 13:37:00","Packing",1,102,"46.78","Completado","46.31","1.06","Zona A - Recepción","10.85"
19525,4,"2024-05-13 10:39:00","Packing",3,93,"11.87","Completado","22.84","1.35","Zona A - Recepción","22.37"
19526,2,"2024-09-09 11:28:00","Packing",6,69,"100.30","Completado","99.36","1.03","Zona E - Expedición","8.67"
19527,4,"2024-07-07 09:18:00","Inventario",2,66,"94.21","Completado","71.89","0.65","Zona B - Almacenaje","20.23"
19528,2,"2024-08-21 12:08:00","Picking",5,90,"67.22","Completado","65.18","1.30","Zona E - Expedición","11.48"
19529,1,"2024-07-03 05:45:00","Picking",6,182,"129.13","Completado","49.33","1.10","Zona B - Almacenaje","11.78"
19530,5,"2024-07-18 01:34:00","Recepción",1,186,"151.47","Completado","12.21","0.85","Zona E - Expedición","1.55"
19531,3,"2024-07-14 11:29:00","Packing",3,1,"39.33","En_Progreso","42.91","0.81","Zona C - Picking","22.69"
19532,2,"2024-05-30 07:28:00","Inventario",6,59,"204.42","En_Progreso","19.55","1.28","Zona B - Almacenaje","6.71"
19533,5,"2024-09-08 13:29:00","Packing",2,142,"46.66","Completado","56.67","0.85","Zona B - Almacenaje","4.76"
19534,5,"2024-10-04 06:29:00","Packing",8,181,"18.87","Completado","39.55","0.77","Zona E - Expedición","2.69"
19535,1,"2024-09-10 07:03:00","Picking",2,48,"20.96","En_Progreso","35.45","0.72","Zona B - Almacenaje","3.74"
19536,1,"2024-09-04 04:46:00","Packing",6,126,"97.86","Completado","27.68","0.74","Zona A - Recepción","9.76"
19537,3,"2024-09-03 06:11:00","Recepción",6,103,"189.21","Completado","157.71","0.71","Zona C - Picking","5.96"
19538,3,"2024-10-04 10:50:00","Inventario",1,158,"37.41","Completado","57.53","1.00","Zona E - Expedición","10.52"
19539,1,"2024-01-18 01:07:00","Picking",6,5,"40.59","Completado","55.29","0.65","Zona E - Expedición","6.59"
19540,3,"2024-06-06 07:07:00","Picking",5,164,"35.13","Completado","28.77","1.12","Zona B - Almacenaje","18.74"
19541,2,"2024-09-12 11:37:00","Recepción",6,46,"72.37","Completado","21.63","1.27","Zona C - Picking","11.00"
19542,5,"2024-04-06 13:32:00","Inventario",7,33,"16.27","Completado","107.46","1.35","Zona D - Packing","8.98"
19543,3,"2024-08-25 01:34:00","Picking",3,141,"57.50","Completado","30.21","1.39","Zona A - Recepción","17.25"
19544,2,"2024-01-12 09:52:00","Packing",1,151,"103.31","En_Progreso","81.21","0.99","Zona D - Packing","4.89"
19545,1,"2024-04-06 11:32:00","Inventario",6,52,"77.25","Completado","60.21","0.97","Zona C - Picking","23.07"
19546,4,"2024-09-16 02:48:00","Inventario",5,42,"91.87","En_Progreso","17.16","0.60","Zona A - Recepción","0.69"
19547,5,"2024-02-18 07:55:00","Picking",7,197,"18.72","En_Progreso","21.41","1.30","Zona A - Recepción","13.34"
19548,5,"2024-08-02 05:15:00","Packing",4,120,"52.40","Completado","15.36","0.66","Zona D - Packing","11.54"
19549,1,"2024-02-01 00:55:00","Picking",8,33,"22.87","Completado","104.32","1.00","Zona C - Picking","3.85"
19550,3,"2024-06-25 09:07:00","Recepción",8,188,"75.50","Completado","42.06","1.04","Zona B - Almacenaje","21.87"
19551,4,"2024-05-03 02:58:00","Recepción",3,151,"91.77","Completado","33.26","1.28","Zona B - Almacenaje","12.50"
19552,5,"2024-09-10 10:59:00","Recepción",5,83,"42.37","En_Progreso","127.15","0.88","Zona D - Packing","2.16"
19553,2,"2024-08-19 09:23:00","Recepción",8,124,"29.98","Completado","88.46","1.28","Zona E - Expedición","14.26"
19554,4,"2024-07-10 07:39:00","Recepción",1,7,"19.55","En_Progreso","45.68","1.03","Zona C - Picking","19.66"
19555,1,"2024-09-12 08:35:00","Packing",5,91,"93.79","Completado","154.30","1.30","Zona B - Almacenaje","1.15"
19556,4,"2024-03-11 09:03:00","Picking",5,99,"134.38","Completado","34.18","1.24","Zona A - Recepción","12.64"
19557,4,"2024-03-25 11:56:00","Recepción",7,62,"46.96","Completado","42.23","0.72","Zona A - Recepción","11.10"
19558,1,"2024-03-18 05:14:00","Inventario",5,55,"43.93","En_Progreso","33.64","1.24","Zona E - Expedición","17.38"
19559,2,"2024-01-31 04:57:00","Recepción",1,112,"72.15","Completado","15.67","1.02","Zona D - Packing","20.21"
19560,3,"2024-01-05 03:30:00","Inventario",1,194,"68.69","Completado","154.98","1.12","Zona C - Picking","2.10"
19561,1,"2024-03-05 02:27:00","Picking",7,129,"37.33","Completado","31.29","0.68","Zona D - Packing","16.28"
19562,5,"2024-03-31 02:28:00","Inventario",6,140,"44.25","Completado","38.26","1.30","Zona E - Expedición","7.05"
19563,1,"2024-08-23 03:00:00","Recepción",3,112,"40.63","Completado","29.79","1.24","Zona B - Almacenaje","11.65"
19564,4,"2024-01-20 04:37:00","Recepción",6,136,"53.68","En_Progreso","27.78","1.19","Zona A - Recepción","7.66"
19565,2,"2024-09-10 12:48:00","Packing",1,66,"9.48","Completado","18.15","0.81","Zona E - Expedición","21.63"
19566,1,"2024-06-19 07:43:00","Recepción",7,71,"29.22","Completado","10.08","0.92","Zona D - Packing","8.47"
19567,2,"2024-08-05 01:46:00","Recepción",6,198,"12.61","Completado","47.46","0.65","Zona E - Expedición","10.71"
19568,1,"2024-03-05 02:30:00","Recepción",1,110,"180.02","Completado","123.88","0.86","Zona D - Packing","16.24"
19569,5,"2024-02-19 13:00:00","Inventario",3,38,"68.42","Completado","45.04","1.07","Zona E - Expedición","15.90"
19570,1,"2024-05-04 07:10:00","Packing",5,61,"73.65","Completado","58.00","1.14","Zona E - Expedición","20.33"
19571,5,"2024-03-29 09:25:00","Recepción",2,85,"57.29","Completado","173.67","1.24","Zona E - Expedición","3.58"
19572,5,"2024-08-29 10:51:00","Packing",4,188,"16.67","Completado","40.51","0.94","Zona A - Recepción","18.58"
19573,5,"2024-09-17 05:05:00","Picking",1,196,"20.93","Completado","75.69","1.38","Zona B - Almacenaje","17.43"
19574,5,"2024-07-20 00:07:00","Packing",2,69,"22.47","En_Progreso","16.97","0.86","Zona C - Picking","16.46"
19575,2,"2024-07-12 07:22:00","Picking",7,90,"12.45","Completado","16.61","0.61","Zona D - Packing","24.72"
19576,3,"2024-01-24 12:06:00","Packing",1,68,"22.76","Completado","25.40","0.88","Zona A - Recepción","2.11"
19577,2,"2024-08-02 08:23:00","Inventario",1,86,"125.29","Completado","48.26","1.12","Zona B - Almacenaje","11.73"
19578,3,"2024-08-17 12:34:00","Inventario",4,9,"28.32","Completado","36.58","1.36","Zona E - Expedición","21.63"
19579,4,"2024-03-29 01:19:00","Picking",5,48,"49.28","Completado","84.46","0.96","Zona B - Almacenaje","11.98"
19580,3,"2024-03-23 09:10:00","Inventario",8,80,"99.01","Completado","59.73","0.63","Zona B - Almacenaje","24.26"
19581,5,"2024-08-05 11:10:00","Inventario",3,118,"49.82","Completado","40.36","0.78","Zona B - Almacenaje","13.21"
19582,1,"2024-03-11 06:18:00","Inventario",7,12,"24.90","En_Progreso","40.62","1.06","Zona C - Picking","12.01"
19583,4,"2024-02-24 04:37:00","Recepción",5,167,"66.52","Completado","63.42","1.37","Zona D - Packing","8.53"
19584,4,"2024-07-08 05:37:00","Picking",5,120,"209.73","Completado","18.90","0.79","Zona E - Expedición","7.05"
19585,4,"2024-07-25 00:15:00","Picking",7,191,"42.77","Completado","37.72","1.05","Zona C - Picking","2.22"
19586,1,"2024-04-16 13:49:00","Recepción",2,90,"94.09","Completado","38.24","1.11","Zona D - Packing","3.37"
19587,3,"2024-05-23 10:06:00","Packing",1,191,"74.36","Completado","23.87","0.70","Zona C - Picking","7.02"
19588,4,"2024-01-30 08:15:00","Recepción",2,180,"19.17","Completado","35.72","0.89","Zona B - Almacenaje","16.51"
19589,2,"2024-02-09 13:51:00","Inventario",1,166,"17.96","Completado","14.09","1.20","Zona A - Recepción","17.03"
19590,5,"2024-03-05 04:50:00","Inventario",6,130,"93.92","Completado","30.59","0.68","Zona C - Picking","8.92"
19591,3,"2024-02-17 11:49:00","Recepción",5,47,"14.30","Completado","59.28","0.73","Zona D - Packing","8.52"
19592,3,"2024-03-14 03:20:00","Inventario",1,31,"12.80","En_Progreso","74.65","1.40","Zona C - Picking","23.65"
19593,3,"2024-02-20 02:33:00","Picking",2,5,"40.34","Completado","74.23","1.40","Zona E - Expedición","24.16"
19594,5,"2024-04-24 08:06:00","Inventario",5,62,"39.07","En_Progreso","56.63","0.61","Zona B - Almacenaje","12.12"
19595,5,"2024-02-15 05:52:00","Picking",7,58,"47.84","Completado","20.72","1.35","Zona B - Almacenaje","24.72"
19596,4,"2024-03-27 09:41:00","Recepción",4,13,"77.82","Completado","31.52","1.22","Zona B - Almacenaje","21.12"
19597,4,"2024-07-27 07:15:00","Recepción",8,86,"98.41","Completado","11.14","0.81","Zona A - Recepción","11.40"
19598,1,"2024-03-31 12:18:00","Recepción",6,44,"28.20","En_Progreso","29.26","0.68","Zona B - Almacenaje","21.20"
19599,2,"2024-05-09 02:54:00","Picking",2,111,"57.53","Completado","83.32","0.61","Zona B - Almacenaje","22.51"
19600,5,"2024-06-24 10:46:00","Recepción",4,155,"25.55","Completado","46.49","1.04","Zona C - Picking","9.68"
19601,5,"2024-04-15 02:25:00","Recepción",4,60,"49.89","En_Progreso","34.30","0.83","Zona C - Picking","7.61"
19602,1,"2024-05-18 04:11:00","Inventario",3,193,"83.91","Fallido","65.23","1.34","Zona E - Expedición","21.39"
19603,3,"2024-05-19 06:31:00","Picking",4,70,"107.17","Completado","36.66","1.26","Zona B - Almacenaje","21.70"
19604,2,"2024-08-18 07:04:00","Picking",7,191,"48.41","Completado","167.89","0.99","Zona B - Almacenaje","7.14"
19605,5,"2024-06-09 12:48:00","Packing",8,90,"47.71","Completado","78.45","1.34","Zona D - Packing","1.30"
19606,3,"2024-05-02 11:53:00","Picking",8,136,"22.06","Completado","30.42","0.68","Zona C - Picking","21.91"
19607,5,"2024-01-16 00:56:00","Picking",8,91,"34.39","Completado","34.64","1.14","Zona D - Packing","19.35"
19608,5,"2024-07-05 10:37:00","Recepción",4,161,"94.80","Completado","31.31","1.13","Zona C - Picking","8.04"
19609,2,"2024-08-09 12:52:00","Inventario",4,91,"41.72","Completado","33.39","0.93","Zona B - Almacenaje","19.88"
19610,5,"2024-09-02 00:19:00","Packing",5,107,"200.96","Completado","89.96","0.84","Zona E - Expedición","2.47"
19611,5,"2024-03-08 07:47:00","Packing",2,154,"22.88","Completado","26.17","0.91","Zona B - Almacenaje","1.23"
19612,4,"2024-08-05 12:51:00","Picking",6,50,"59.94","Completado","75.07","1.01","Zona D - Packing","21.34"
19613,3,"2024-09-02 01:01:00","Picking",4,64,"26.07","Completado","115.68","1.01","Zona C - Picking","2.10"
19614,1,"2024-03-29 11:25:00","Inventario",2,76,"81.18","Completado","22.92","0.93","Zona C - Picking","9.04"
19615,5,"2024-09-23 10:22:00","Inventario",5,173,"91.15","Completado","37.19","0.95","Zona E - Expedición","16.75"
19616,3,"2024-10-03 04:48:00","Packing",5,81,"47.83","Completado","28.44","1.15","Zona C - Picking","10.63"
19617,5,"2024-08-28 10:40:00","Picking",3,149,"54.85","Completado","77.12","0.86","Zona A - Recepción","1.69"
19618,5,"2024-09-20 01:49:00","Packing",6,77,"57.11","Completado","30.02","1.38","Zona E - Expedición","0.96"
19619,5,"2024-05-31 06:57:00","Inventario",8,188,"38.31","Completado","83.85","0.77","Zona B - Almacenaje","22.84"
19620,1,"2024-04-26 02:24:00","Recepción",1,102,"22.65","Completado","177.67","1.27","Zona D - Packing","13.25"
19621,1,"2024-05-07 12:29:00","Recepción",2,71,"65.77","Completado","33.89","0.75","Zona C - Picking","23.55"
19622,5,"2024-07-17 08:28:00","Packing",8,187,"42.25","Completado","125.07","1.01","Zona D - Packing","14.23"
19623,3,"2024-04-04 00:52:00","Inventario",1,163,"20.13","Completado","138.31","0.84","Zona A - Recepción","14.07"
19624,2,"2024-07-18 12:25:00","Recepción",5,192,"72.10","En_Progreso","67.38","1.07","Zona C - Picking","22.39"
19625,2,"2024-08-27 06:12:00","Recepción",6,155,"98.86","Completado","37.91","0.95","Zona C - Picking","6.79"
19626,1,"2024-01-10 09:43:00","Picking",5,58,"38.11","Completado","158.37","1.31","Zona D - Packing","7.87"
19627,5,"2024-02-16 12:54:00","Packing",6,92,"68.88","Completado","38.62","0.67","Zona A - Recepción","5.98"
19628,3,"2024-06-26 11:31:00","Inventario",4,42,"68.61","Completado","52.86","1.37","Zona B - Almacenaje","0.81"
19629,3,"2024-01-24 13:13:00","Inventario",6,126,"64.84","Fallido","56.28","0.83","Zona C - Picking","18.83"
19630,5,"2024-03-05 13:37:00","Packing",5,28,"28.92","Completado","18.07","1.25","Zona D - Packing","1.92"
19631,1,"2024-08-08 06:24:00","Picking",2,170,"20.72","Completado","70.93","0.67","Zona D - Packing","2.07"
19632,5,"2024-04-01 03:20:00","Recepción",5,79,"70.14","Completado","132.93","1.14","Zona A - Recepción","8.65"
19633,3,"2024-08-05 02:05:00","Recepción",5,101,"21.41","Completado","49.37","1.14","Zona D - Packing","0.58"
19634,3,"2024-04-04 09:08:00","Recepción",1,2,"37.17","Completado","44.62","0.83","Zona B - Almacenaje","14.50"
19635,1,"2024-04-16 04:53:00","Packing",2,2,"159.07","Completado","30.99","0.61","Zona B - Almacenaje","15.41"
19636,2,"2024-04-05 03:11:00","Packing",8,167,"91.82","Completado","162.08","1.35","Zona D - Packing","21.77"
19637,5,"2024-04-25 01:06:00","Inventario",1,117,"29.79","Completado","30.38","1.08","Zona B - Almacenaje","4.21"
19638,3,"2024-01-16 11:13:00","Inventario",8,18,"63.74","Completado","33.86","1.07","Zona B - Almacenaje","4.30"
19639,3,"2024-03-06 11:14:00","Inventario",7,139,"101.72","En_Progreso","51.81","0.71","Zona D - Packing","23.03"
19640,3,"2024-07-02 12:45:00","Packing",7,154,"35.79","Completado","34.01","1.19","Zona D - Packing","3.70"
19641,1,"2024-01-16 01:58:00","Picking",3,22,"168.64","Completado","168.25","0.76","Zona E - Expedición","5.30"
19642,5,"2024-02-21 12:04:00","Recepción",5,125,"36.85","En_Progreso","59.56","1.08","Zona B - Almacenaje","7.43"
19643,4,"2024-03-04 00:19:00","Picking",8,117,"21.91","Completado","61.98","0.77","Zona E - Expedición","4.82"
19644,2,"2024-02-25 08:35:00","Recepción",6,173,"69.14","En_Progreso","86.40","0.61","Zona D - Packing","19.68"
19645,2,"2024-01-24 02:29:00","Picking",5,102,"33.72","En_Progreso","167.62","0.92","Zona A - Recepción","4.22"
19646,2,"2024-07-16 03:14:00","Inventario",1,183,"8.38","En_Progreso","145.72","0.74","Zona B - Almacenaje","3.63"
19647,4,"2024-10-05 13:32:00","Recepción",5,76,"39.64","Completado","26.29","1.03","Zona A - Recepción","5.50"
19648,5,"2024-05-12 07:49:00","Recepción",4,94,"98.27","En_Progreso","49.30","0.99","Zona D - Packing","15.89"
19649,1,"2024-09-10 02:22:00","Picking",3,184,"41.04","Completado","11.49","0.82","Zona A - Recepción","15.41"
19650,2,"2024-02-01 13:55:00","Inventario",2,163,"144.91","Completado","53.35","0.85","Zona B - Almacenaje","22.42"
19651,3,"2024-02-01 00:27:00","Recepción",1,185,"56.16","Completado","58.08","0.94","Zona D - Packing","21.94"
19652,4,"2024-03-10 12:38:00","Packing",5,62,"29.87","Completado","19.12","0.80","Zona D - Packing","5.45"
19653,1,"2024-08-26 09:12:00","Inventario",1,67,"29.25","Completado","27.03","1.15","Zona D - Packing","18.18"
19654,2,"2024-06-13 12:39:00","Picking",2,4,"13.87","Completado","17.86","0.71","Zona A - Recepción","3.04"
19655,1,"2024-04-08 02:23:00","Inventario",1,68,"23.47","Completado","31.15","0.78","Zona B - Almacenaje","6.45"
19656,4,"2024-09-04 04:05:00","Picking",4,116,"104.67","En_Progreso","66.59","1.32","Zona A - Recepción","24.74"
19657,2,"2024-09-14 01:47:00","Recepción",5,23,"24.75","Completado","34.09","1.38","Zona C - Picking","7.63"
19658,1,"2024-04-19 01:39:00","Packing",6,76,"93.67","En_Progreso","41.42","0.93","Zona E - Expedición","9.17"
